Yorum,Duygu
"CİHAZ GERÇEKTEN MÜKEMMEL. BEN ÖN SİPARİŞE ÖZEL ALDIM. YANINDA SAMSUNG HIZLI 32 GB HAFIZA KARTINI HEDİYE VERDİ. BİDE 1 YILLIK DİGİTÜRK HEDİYESİ VERDİ. İLK 1000 KİŞİYE ÖZEL. CİHAZA GELİRSEK ADAMLAR 5000 MAH BATARYA KOYMUŞLAR DAHA NE OLSUN. BANA TAM 2 GÜN YETİYOR. İNSTAGRAM,FACEBOOK, İNTERNET GEZİNME ARADA PUBG OYUNU OYNUYORUM. HIZI MÜKEMMEL ARAYÜZ GEÇİŞLERİ HIZLI BAYA TAKILMA YOK. SES ÇIKIŞINIDA BEGENDİM ORTANIN ÜSTÜNDE. KAMERASI GÜNDÜZ YOK İYİ ÇEKİMLER YAPIYOR. DOKUNMATİK HASSASİYETİ ÇOK İYİ. ARKADAŞLAR BENCE BENİM GİBİ KULLANAN KİŞİLERE ORTA SEVİYEDE YETER DİYORUM. ÖYLE ÇOK PARA VERİP LÜKS TELEFONLAR ALMAYA DEGMEZ DİYORUM. TAVSİYE EDERİM PİŞMAN OLMAZSINIZ.",1
Telefonu ön sipariş zamanında satın aldım. Samsung Türkiye ve Hepsiburada mükemmel iş birliği için çok teşekkürler. Ürün mart ayının ilk haftası belirtilen sürede teslim edildi hediye olarak 32gb hafıza kartı geldi bu küçük hediye bile çok memnun etti beni. 1 aydır da telefonu kullanmaktayım. şuana kadar en ufak bir sorun sıkıntı yaşamadım. pili çok iyi 2 gün çok rahat gidiyor. performansı çok iyi en ufak kasma donma yok. ve fiyatı çok iyi bu fiyata emsali yok. Ayrıca Samsung marka olması 1. tercih yapıyor. Almayı dusunupte karar veremeyenlere hiç düşünmeden alın derim. inanın çok memnun kalacaksınız.,1
"telefonu 10 gündür kullanıyorum,günlük ihtiyaçlarınızı fazlasıyla karşılayacak bir telefon. kamerası ekranı bataryası hızı vb tüm özellikleri gayet iyi.",1
"HEPSİBURDA VE SAMSUNG TÜRKİYE  İLGİLENDİGİ İÇİN TEŞKKÜRLER

Samsung M20 cep telefonu şuan kullanıyorum boyut,görünüm,ses,hızlı ve tepki süresi mükemmmel tavsiye ederim rahatlıkla alınız ve ya hediye edin ",1
Ekranı çok ideal. Hafıza kartı 32 GB hediyesi ile 64 GB depolama alanı gayet iyi. Kamerayı henüz test edemedim. Teşekkürler HB.,1
Ürün ile ilgili fark ve gözönünde bulundurmanız gereken pilinin 5000 Mah olmasıdır. Ürün gerçekten diğer özellikleri ile de ORTA segment için bir fiyat/performans ürünüdür. Yani kesinlikle alınır ve üzmez. ,1
"urunden memnunum şarj konusunda tatmin  ediyor.Akıcılık olsun,uygulamalar arasindaki gecis hizlari olsun ve en onemlisi donma olmamasi benim beklentilerimi karsiliyor.Eger + ve - yonlerini karsilastirirsak şöyle bir tablo ortaya çıkar:

+5000mAh pili
+Kullanim kolayligi
+Ses kalitesi
+Goruntu kalitesi(Elestirilere rağmen gayet tatmin edici ve canlı)
+ekran boyutu
+kasa kalinligi

-plastik kasa
-kamera(genis acili haric, guncelleme ile iyileştirme gerekli)
-ekranin kasadan ayriymis gibi durmasi",1
Denemeden anlayamazınız. Alın ve kaliteyi keşfedin ben aldım ve 1 gün sonra bana ulaştı hata 2 tane aldım hem kardeşime hem kendime çok şık tasarlanmış hafıza kartı takılabilmesi hediyesi gerçekten çok iyi ben sevdim kamerasıda güsel çekimlerde ,1
koyu gri aldım gayet güzel ????,1
Cok guzel bir telefon bu fiyata bu kalite bu sıklık bu tasarrim bulunmaz bence hiç düşünmeden alinacak bir cihaz ,1
Bu fiyata bu performans.Sarjı orta kullanımla 2 gün rahatca gidiyor.Bu fiyat aralığında alınabilecek en iyi telefon,1
"ön siparişle aldık yinede hızlı geldi, telefon güzel,",1
Gayet iyi,1
10 gündür kullanıyorum. Kesinlikle tavsiye ederim. Kötü yorum yapılacak neredeyse hiçbir yönü yok. Batarya normal kullanımda 2 gün gidiyor. Ekran harika ve kamerası güzel. Ayrıca hızlı. Bu fiyata çin malı telefonlardan kat kat iyi.,1
"Bu fiyata son teknoloji bir telefon  fiyatına göre çok başarılı bir telefon. Telefonun ekran renkleri iyi, dokunmatiği iyi",1
cihazı baya bir araştırdım.Önceden samsung c5 im vardı şarj sıkıntısı çekmiştim telefon iyiydi.Sonra j7 max ım oldu şarj fena değil 1.5 gün gidiyordu ama kabaydı biraz bu cihaz ise ekran daha geniş olmasına rağmen kasa olmayınca daha küçük ebatta.şarjı 2 günü rahat atlatıp 3.günü zorluyor o olay çok iyi.Ekran çok güzel tft diye aklına takılmasın sakın ekran çözünürlüğü yüksek çünkü.32gb dahili 33gb da kartın gelmesi iyi.3 gb ram de yeterli.parmak izi okuyucu ve yüz tanıma sistemi çok hızlı.Bildirim ışık özelliği yok benim için önemi yoktu.Fiyat için hepsiburadaya çok teşekkürler..,1
"Ürünü tereddüt etmeden alabilirsiniz, pil yoğun kullanımda 2 gün gidiyor, ekran gerçekten canlı ve parlak, performansı günlük işler için yeterli, kamerası gündüz çekimleri çok iyi, bu fiyata böyle bir ürün bulmak imkansız.",1
Fiyatına göre oldukça iyi.Yoğun kullanmama rağmen pili 1 günden fazla gidiyor.oyun kalitesi olsun akıcılığı olsun gayet güzel.İçinden çıkan kulaklık orta seviyede ama iyi bir kulaklığınız varsa dolby atmos desteği ile oldukça güzel müzik dinleme deneyimi sunuyor.tavsiye ederim,1
"Ürün fiyat/performans açısından çok iyi, Malzeme kalitesi iyi, bataryası 5000 mAh çok iyi, fiyatına göre samsung modellerinde ilk tercih edilir",1
kesinlikle parasını hakeden bir telefon çıktı..aferim samsung sana..bu arada hepsiburada.com a ayrıyetten tesekkurler...,1
"S7 Edge'den bu telefona geçen biri olarak tam bir fiyat/performans telefonu. Fiyatına göre şahane hele ki bataryası muazzam, gayet elimden düşürmeden 30 saatin sonunda %20 şarjdaydı. S7 Edge'den kötü olan özellikleri 1 tık ekranı ve 1 tık da menü geçişlerinin akıcılığı. Ama bu S7'de özellikler daha iyi diye bu telefonda kötü demek değil gayet başarılı. Siz de benim gibi devamlı şarj etmektem bıkmış ve sosyal medya mecraları dışında çok nadir kullanıyorsanız düşünmeyin alın.",1
"Telefon Hepsi burada farkıyla piyasa fiyatının çok çok altında, 32 gb hafıza kartı hediyesiyle dahada bi hoş olmuş. hepsibura'da sayesinde ucuza estetik çok şık, performans olarakta gayet iyi bir telefon sahibi oldum. yorumlardaki olumsuz yazan arkadaşları bu fiyata bu özellikte nasıl bir telefon alabilirler diye şaşkınlık duyuyorum.",1
paketleme de üründe güzel.teşekkr.,1
Bence fiyat performans hb güvencesiyle harika.,1
"Telefon gayet iyi ve güzel. Hızı da çok iyi, fiyatı da çok cazip. Ayrıca yedek 32 GB hediye hafıza kartı da var. Eh daha ne olsun. ",1
Hepsiexpress kargo çok hızlı bir günde teslim edildi telefon.Samsung telefonu çok iyi paketlemiş telefonun kutusunu kalın balonlu poşete sarıp ekstra bir kutuya koymuş kuru içinde telefon sallanmıyordu gayet sağlamdı fatura e-fatura olarak samsung tarafından mailime yollandı telefon sıfır açılmamış jelatinli geldi telefonda zaten bir sorun yok.Ayrıca microsd içinde samsung a teşekkür ederim.,1
Ürün çok güzel uzun kullanımda gayet iyi tatmin edici,1
f/p ürünü ekran büyüklüğü netliği kamerası bataryası fiyatına göre iyi,1
"ürün fiyat performans cihazıdır, alınabilir....",1
şiddetle tavsiye ederim ,1
hakkını veren cihaz tavsiye ederim,1
Telefonu annem için satın aldım. Bana göre aldığım fiyata göre piyasadaki en güzel en ekonomik telefon. Muadili olan Huawei P Smart 2019 a göre çok ekonomik bir fiyata satın aldım. Hepsiburada ve Samsung işbirliğine teşekkürler...,1
"Telefonu babam için aldım. Muadili olan huawei p smart 2019 dan fiyat olarak çok çok uyguna geldi. Kamerası, ekranı diğer özellikleri bana göre çok çok iyi. Tabiki  bu fiyatta olan M20 den 5-10 bin tl lik telefon performansı beklemiyorsanız.",1
"Telefon gayet güzel, hediye için teşekkürler :)",1
alınacak bir çok telefon var ama bu telefon birçok işinizi görecektir. kaçırmayın derim.,1
malzemesi plastik filan yazmışlarsa çinli yapıp bu fiyattan satıyor.fiyat olarak muadillerine göre aynı özelliklerde.pili çok  iyi ekranı kaliteli benim gibi apolet sevmeyenler için birebir.oyun oynamadan 12 saat ekran süresi var.rakibi olarak honor 10 lite la bunun arasında kaldım.xiomi mideleri ile kıyaslamıyorum eğer güveniyorsa gelsin ülkemize giriş yapsın,1
urunu 2 haftadir kullaniyorum pil oyun performansi bekledigimden cok iyi. fiyatina gore mukemmel telefon. esimede aldim. hizli kargo icin tesekkurler.,1
Hepsiburada ve samsung Türkiye işbirliği ile mükemmel avantajlı bir kampanya olmuş. Telefondan da çok memnun kaldım. En güncel tasarım telefona  ve fiyat avantajı ile sahip oldum. Telefonu kesinlikle tavsiye ediyorum..,1
"Samsung un yeni fiyat/performans cihazı ürün gayet güzel, yeni tasarım, kamera gayet  başarılı özellikle pil 5 bin mah çok güzel bir telefon. Çinliler bu telefondan korksun.",1
İlk samsung deneyimim oldu telefonda. cihazı hepsiburada üzerinden satın aldım. cihaz ekranı olsun ekran tasarımı şarj olsun kamerası olsun çok hoşumuza gitti. çok rahat 1.5 gün şarjı gidiyor. daha ürünü almadan olumsuz yorum yapanlara aldırmayın. cihaz çok güzel. orta segmentte alınabilecek iyi cihazı uygun fiyata ayarlamış samsung. teşekkürler samsung. teşekkürler hepsiburada.,1
Note 5 kullanıcısıydım 4 yıldır m20 ye gectim 2 gündür kullanıyorum çok akıcı kamerası da yeterli güzellikte bu fiyata kesinlikle alınabilecek bir telefon başka markalarda daha guzel ozellıklı telefon bulabılırsınız fakat samsung kalıtesını kesınlıkle alamazsınız .,1
"Samsung Galaxy M20,Hepsiburada sayesinde tam bir fiyat performans ürünü oldu benim için,telefonu Hepsiburadadaki indirim ve hediye çeki kampanyası+Kredi kartı kampanyası sayesinde çok uygun fiyata alabildim.Genel itibariyle güzel bir telefon,bu fiyata bir telefondan alabileceklerinizin hepsi bu telefonda mümkün.Bataryası sizi mutlu edecek emin olun.Kısacası tavsiye ederim,kılıf aksesuar v.s yine buradan uygun fiyata bulabilir ve alabilirsiniz.",1
Samsung un alt sekmene ve piyasayı xiaominin elinden almaya çalılmasının ilk örneklerinden 3 haftadır kullanıyorum gerek Samsung arayüzü gerek işlemci performansı her bakımdan mükemmel bir telefon eğer 32 gb ın 30 unu doldurur somra pubg oynamaya çalışırsanız bikaç kasma olduğunu görebilirsiniz ama telefonda çerçöp biriktirmiyorsanız telefonun ele oturuşu tasarımının mükemmelliği bir yana 3 gb ram için olağanüstü bir performansı var ne olsa Samsung,1
Ürün ekranı ve pil ömrüyle müthiş bir telefon. Olumsuz yorumlara bakmayın gönül rahatlığıyla alabilirsiniz.,1
"Full komple ekran olmasi ekranin samsung parlakliginda ve kalitesinde olmasi cok hosuma gitti.Tebrik ederim gercekten fiyat performans telefonu olmus.Antutu puani da iyi zaten, batarya da zaten bildiginiz gibi 5000 mah olmasi baya baya iyi.Her yonuyle samsung telefonda olmasi gereken ozellik ve fiyatta diyebilirim.",1
F/p olarak verimli bir telefon gibi,1
Samsung türkiye distiribütörü mütiş çalışıyor hediye çekleri hediyeler yeni telefonda yanında cabası. ne diyelim başarılarınızın devamı...,1
hiç başka telefonlara bakmayın bu harika bi telefon. 32 gb hediyesi ile geldi.bildirim ışığı yok gibi yada ben bulamadım çok ta önemli değil zaten,1
"Bu fiyata alınabilecek fiyat, performans oranı çok yüksek. Batarya ve kamerası gerçekten çok başarılı.",1
hediye çeki kampanyası ile aldım artık sepette indirim ve cip para olunca oldukça ucuza denk geldi batarya performansı çok güzel note 5 kullanıyordum günde iki sarjla kapatıyordum günü bununla neredeyse 2 günde bir kez şarj ediyorum bu özelliği için almıştım haklı cikartti,1
Telefon iyi mi kötü mü tartışılabilir. Ama bu fiyata bundan iyisi çok zor. 10 gündür kullanıyorum. Migrostan 64 gb hafıza ve 4 gb ram olan modelinden aldım. Hız batarya vs çok çok iyi. Tek eksik plastik kasa. O da bu fiyata olsun yani. Eğer alüminyum kasa olsa idi 3500 liradan satsalar kimse bişi diyemezdi. Ayrıca bu telefon tamamen Xiaomi ve Huaweiye karşı satış yapılması amacıyla üretilmiş bir telefon. Bu açıdan rakip firmalara da teşekkür ediyoruz. Batarya ilk aldığımda sürekli aplikasyon yükledim kurcaladım tam 2 gün gitti. Oyun oynayan biri değilim. Normalde 2 günden fazla gidecek gibi duruyor. Alın düşünmeyin. Memnun kalıcaksınız,1
Telefon bugün geldi kargo 1 gün erken geldi telefon şahane saat 12 de şarj yüzde 50 idi saat 9 a kadar yüzde 11 oldu o kadar oynadım süper bir telefon fiyat perfonmans ürünü,1
telefonu samsung kendi mağazasından aldım. Bu fiyat aralığında guzel telefon. oyun oynamam günlük işler ve için fazla bile. batarya güzel. Bu ara popüler markalarin bu fiyatlara daha iyi telefonları var ama guncelleme sorunları ve ithalatçı garanti eksikligi yüzünden bunda karar kıldım.  resimdekinden cok daha yakisikli bir telefon gören soruyor markasini,1
Telefon fiyatına göre çok iyi gönül rahatlığıyla alabilirsiniz teşekkürler ,1
iyi güzel hos telefon,1
Telefondan çok büyük beklentileri olmayanlar için uygun fiyatlı ve donanımsal olarak iyi bir telefon. 32 GB hediye hafıza kartı için de satıcıya ayrıca teşekkür ederim.  ,1
"ekran büyüklüğü netliği kamerası bataryası fiyatına göre iyi,ama bataryayla ilgili abartılacak bir şey yok tamam 5000mah ama iphone 6s nasıl şarj ediyorduysam buda aynı şekilde günde en az 2 kere,ama fiyat açısından mükemmel bu fiyata bu özellikler muhteşem",1
"ürün 2 günde elimize ulaştı. yanında gönderilen 32gb hafıza kartı ayrıyetten memnun etti. 5000 mAh batarya ile yoğun kullanımda 1,5 günü, normal kullanımda 2 günü rahat çıkarıyor. günlük kullanım için ideal. 250 lira indirim ve 250 lira hediye çeki ile daha da hesaplı oldu.",1
"Ürün fiyat/performans açısından çok iyi, Malzeme kalitesi iyi, bataryası 5000 mAh çok iyi, Ekran gövde oranı maksimum, 32 gb hafiza kartı hediye gönderildi daha ne olsun tşk. ",1
Teşekkürler çok güzel telefon. Muadillerine göre en ucuzu bu,1
Bir haftadır kullanıyorum Full ekran 5000 mah batarya çok hoş. Ekran amoled değil ama çok kötü bi ekranı yok.,1
ben kampanya ile aldım beya düşük fiyata geldi bana ekran güzel pil iyi gidiyor performans güzel tasarımda çok güzel   aklınızda bor şüpe kalmasın  bode samsung türkiye hediye 32 gb hafıza kartı yollamış ayrıyeten onun içinde teşekür ederim,1
telefonu ön siparişle aldim yaklaşık 2 haftadır kullanıyorum ve gayet memnunum özelikle şarj durumu çok iyi ve standart kullanımlar için gayet mantıklı bi model tavsiyemdir.,1
ben samsung un bir çok serisini kullandım s 2 den başlayıp note 8 e kadar bu cihazı da fiyatına göre gayet yeterli buldum alacak arkadaşlar gönül rahatlığı ile alabilirler,1
"Bu fiyata son teknoloji bir telefon daha ne olsun. Tabiki çok iyi model telefonlar var piyasada ama fiyatına göre çok başarılı bir telefon. Telefonun ekran renkleri çok canlı, dokunmatiği  hassas ve akıcı. Çok aşırı oyun oynamıyorsanız sizi kesinlikle yarı yolda bırakmıyacak bir telefon",1
arkadaşlar telfon fiyatına göre başarılı pili masAllah  diyelim çok iyi,1
on numara 5 yıldız,1
güzel telefon,1
"Telefonu on siparişle alanlardanım hediye çeki ve özel indirimiyle harika fiyatlara geldi.
Ekran çok güzel çentik yakışmış,  batarya efsane zaten. uygulama hızı güzel herhangi bir donma kasma gibi bir şikâyetim yok.
samsung un bu fiyat aralığındaki amiral gemisi budur bence , bu cihaz diğer telefonları katlayıp çöpe attı ve TABIKI SAMSUNG kalitesi",1
ön sipariş vererek aldım cihazı teslim tarihinden önce geçti elime hızlı stabil cihaz ram yeterli kamera yeterli ekran canlı parlak fiyat uygun ayrıca hediye çeki kampanyasıda süperdi teşekkürler hepsiburada ailesi,1
samsung m20 alalı 1 ay oldu kullanıyorum batarya şarj bakımından harıka ıslemcı sı gayet hızlı cok memnunum ve ıyıkı m20 aılesıne katıldım dıyorum alan arkadaşlara şiddetle tavsiye ederim alan memnun almayan bin pişman hayırlı cumalar.,1
Fiyat performans olarak gayet iyi telefon bataryası da çok iyi ürünü Hepsiburada üzerinden aldık 1 günde ürün tarafımıza teslim.oldu kesinlikle düşünmeden alın çok iyi telefon,1
ürün oldukça başarılı herkese tavsıye edıyorum bu fıyata en iyisi,1
Batarya ve ekran harika çok beğendim.. Herkese tavsiye ederim..,1
Arkadaş telefon bir asgari ucretlenin maaşı kadar. bazilari diyorki fiyatina gore iyi. daha ne kadar para verelim telefona. ev parasi mi verelim.  neyse telefona gelirsek hayatimda ilk defa bir telefonu bu kadar cok begendim. alana hayirli olsun,1
babama hediye olarak aldım oldukça beğendi ekranı büyük olması benim için yeterliydi. hepsiburadaya özel olarak teşekkür ederim. ,1
"Olumsuz gorusler olmasina ragmen satin almaya karar verdim. Telefon eline geçinceye kadar da şüphelerim devam etti ama ihtiyaci karsilar nitelikte bir cihaz. Ozellikle tasarim, kullanim suresi ve kamera gayet tatmin edici. Samsung Türkiye garantili olmasi da ayrica bir artısı. Kisacasi tavsiye ederim nihayetinde bir amiral gemisi cihaz almiyorsunuz. Urun segmentinde fiyatiyla da kabul görecek bir cihaz. Ve elbette ki Hepsiburada ya teşekkürler.",1
cihaz gercekten bu paraya alip alabileceginiz en güzel cihazdir.5000 mah batarya muhtesem tasarim bu rakama daha ne olsun dostlar:),1
"samsung m20 cok hızlı, ince kibar gayet kullanıslı cok fonksiyonel ",1
"Ürünü hepsiburada üzerinden satın aldım. Yaklaşık 10 gündür kullanıyorum. Küçük  ekranlı telefon kullanmaya alışmış birisi olarak ilk elime aldığımda  telefon gözümde acaba kullanılabilir miyim havası vermişti fakat kullanıp rahatlığının farkına vardıkça, batarya kapasitesinin çok verimli olduğunu gördükçe, yüz tanıma ve parmak izi taramasının hızı  ve fonksiyonelliğinin artılarını tattıkça Samsung kalitesini bu fiyata kesinlikle iyi ki almışım diyorum. Emsallerine göre fiyatı da uygun. Tavsiye ediyorum almak isteyenlere.",1
"Tasarımı ve görünümü harika, bataryası ideal, kamerası çok iyi. Bu fiyata sakın kaçırmayın, elinize aldığınız zaman anlayacaksınız ne demek istediğimi. Kampanyası bitmeden hepsiburadadan alın.",1
"Hepsiburada olmasa ön siparişle kesin almazdım. iyi ki varsın hepsiburada sayende bu özellikte telefona bu fiyata sahip oldum. kamera çok iyi, batarya desen fazla fazla. Halen kararsız kalanlar varsa alın pişman olmazsınız ama mutlaka Hepsiburadadan alın.",1
"ön siparişle aldığım için telefonla ilgili tereddütlerim vardı, şuan iyiki almışım diyorum özellikle bataryası çok iyi. Hatta alacaklara tavsiyem kesinlikle Hepsiburadadan alın. Hem indirim hem hediye çeki için Hepsiburadaya teşekkür ediyorum. Bunlar olmasaydı da arkasında Hepsiburada var diye yine alınır, hiç başka yerden kıyaslama yapmanıza gerek yok. ben tekrar almayı düşünüyorum.",1
"Telefon fiyat performans açısından emsallerinin çok ötesinde. Pil gücü,ekran görüntüsü,kamera çekim açısı gerçekten çok iyi. Hepsiburadanın hediye çeki kampanyası da çabası. Teşekkürler Hepsiburada.",1
Ürünün fiyatı performans özellikleri bazında düşünülürse gayet iyi çift kameraya sahip olması ve yüz algılaması batarya kullanım süresi gayet iyi. Tasarımı ve kullanım açısından da başarılı bence.,1
Tek kelime söyleyeceğim çok iyi bir cihaz.Güvenle alabilirsiniz.,1
Hepsiburada çok iyi kampanya yaptı. Uygun fiyata aldım. En yeni telefonu ucuz fiyata almak güzel oldu. Gecikmeden dolayı sd kart hediyesi hoştu.Benim için tek eksi yönü NFC si olmaması keşke olsa.,1
Kesinlikle tavsiye ederim. Ürün fiyatına ve muadil diğer markalara göre çok iyi özellikle bataryası. Hepsiburada'nın da kampanyasıyla çok uygun fiyata geldi. Sadece uzun yıllar A serisi kullanmış birisi olarak M20'nin kasası daha iyi olabilirdi ama almaktan vazgeçirecek bir durum değil.  Teşekkürler hb.,1
Orta-alt segment için ideal. Pil performansı güzel. Fotoğtaftan daha şık görünüyor. Bu fiyat bandında iyi bir seçenek.,1
"Telefon piyasa fiyatının çok altına gelmiş oldu hepsibura'da sayesinde.Telefon estetik olarak zaten anlatmaya gerek yok çok şık, performans olarakta gayet iyi alan kişiyi üzmez.Bu fiyata alınabilecek en güzel telefonlardan tavsiye ederim.",1
Hiç lafı dolandırmadan  telefon çok iyi,1
telefon gerçekten fiyatına göre alınacak en mükemmel telefon diyebirim iphone 6s ten geçtim bu telefona gerçekten mükemmel telefon herkeze tavsiye ederim.hepsi buradaya teşekkürler.,1
"Cihaz fiyatına göre yeterli özelliklere sahip. Bana göre tek eksi yönü bildirim ışığı olmaması, bunun haricinde 2 gün batarya ömrü (toplamda 10 saat ekran süresi ve uzun bekleme süresi) ve stabil çalışması ile akıcı kullanım deneyimi yaşatıyor. Samsung bu sefer yapmış sanırım dedirten bir cihaz. Kasanın plastik olması hiç bir şekilde olumsuzluk yaşatmıyor, elde tutuş yönünden sorun yok, tavsiye ederim. Ram ve işlemci, günlük kullanım için fazlasıyla yeterli. Kamerası ortalama seviylerde, işinizi görür. Hafıza ise yeterli gelmediği noktalarda hafıza kartı ile desteklenirse sorun yaşamazsınız. ",1
Ürünün fiyat ve performans göz önüne alındığında müthiş. malzeme kalitesi çok iyi. ayrıca bataryası diğer yakın ürünlere göre daha fazla gidiyor. tavsiye ederim.,1
telefonu hepsiburada uzerinden aldim. indirim ve hediye ceki kampanyasi ile fiyat cok uyguna geldi. yaninda sd kart ve orjinal kulaklik gonderiliyor. beklentilerimin ustunde cikti. ekran batarya cok iyi . 1 tane daha alacagim tavsiye ederim,1
Performans ve batarya ömrü kusursuz. Fiyatı da makul. Hepsiburada farkı...,1
Ürüne piyasa fiyatının çok altında sahip oldum. Teşekkürler Hepsiburada,1
Ürünü test ettikten sonra ne kadar doğru bir karar verdiğimi anladım,1
Ürünü çok beğendim. Özellikle batarya ömrü mükemmel,1
Denemeden anlayamazınız. Alın ve kaliteyi keşfedin,1
Böylesine kaliteli bir ürünü Hepsiburada farkıyla satın aldığım için mutluyum,1
Batarya konusunda emsalsiz. Ayrıca performansı da fiyatına göre harika. Tavsiye ediyorum,1
Performansı ve batarya ömrü için tercih ettim. Kesinlikle doğru tercih M20,1
Bu kadar uygun bir fiyata hem de Hepsiburada farkıyla sahip olduğum için çok şanslıyım,1
Samsung kesinlikle güzel iş çıkarmış. Macera aramayın ve bu telefonu deneyin,1
Fiyatını hakeden harika bir telefon. Pişman olmazsınız,1
Ürünü kullanınca ne kadar doğru bir tercih yaptığımı anladım. Şiddetle tavsiye ediyorum,1
Fiyat performans canavarı bu cihaz. Amoled ekran olmaması can sıkmıyor,1
Fiyatını ve performansını değerlendirdiğinizde daha iyi bir telefon olmadığını anlıyorsunuz,1
Ürün gerçekten çok başarılı,1
Samsung M20 arkadaşım için hepsiburada'dan sipariş verdim.cihaz gerek fiziksel görüntü gerekse donanım açısından fiyatına göre çok başarılı bir ürün.alacal olanlara şiddetle tavsiye ediyorum.,1
"Ön sipariş vererek Anneme almış olduğum telefon yaklaşık bir hafta önce elime ulaştı
Ürün görüntü olarak gerçekten süper özellikleri de fiyatına göre iyi 
Kamera performansı da gayet başarılı 
Fiyat bir miktar düşmüş şu anda almanın tam zamanı",1
"Bu telefon sayesinde son yıllardaki akıllı telefonların en büyük sıkıntısı olan şarj sorunu da çözülmüş oldu. Bu fiyata bu kalite fırsat olarak bir daha zor ele geçer. Özellikle Hepsiburada'nın hediye çekleri de ekstra kazanç oldu. Bu sayede telefon çok daha ucuza gelmiş oldu. Teşekkürler Samsung, teşekkürler Hepsiburada.",1
"Telefonu yaklaşık 10 gündür kullanıyorum. Bataryası, ekran boyutu  ve geniş açılı kamerası telefonun en  başarılı yanları, ekran paneli güzel, dizi film ve video izlendi gayet keyifli.  telefonun kasası plastik olmasina rağmen gayet kaliteli  ama  kılıf ve ekran koruyucu kullanılmasında fayda var.  
Telefonu kullanan biri olarak gönül rahatlığıyla  oneriyorum. Bu fiyat aralığında daha iyisi yok.",1
Başka siteden aldım keşke buradan alaydım 200 tl daha ucuz kaçırmayın,1
"kalite ve pil olarak başarılı. Ben çok memnun kaldım.  ekran kasadan biraz dışarıda, düştüğü anda kırılma ihtimali çok yüksek. Ben hiç oyun oynamıyorum ama müzik ve video çok seyrederim.gun boyu bluetooth ve veri açık sabah 6 da sarjdan cekiyorum aksam 7 de eve geldiğimde şarj yüzde 60 oluyor. biraz daha tutumlu olsam 75 i görecem galiba. sonuç olarak fiyatına göre çok iyi.",1
Ben aldım memnunum alacak kişilerede öneririm.Samsung markası zaten kalitelidir.Ekran olarak pil olarak ve işlemci olarak güzel.Ekran kasa oranı muhteşem.Ses olarak sizi mutlu eder.Karşı tarafa giden ses ve gelen ses güzel.Tavsiye ediyorum.,1
Kampanya döneminde aldım.Fiyat performans olarak çok cazip geldi.İyikide almışım.Öncelikle Hepsi Burada'ya sonra Samsung Türkiye'ye çok teşekkür ediyorum.,1
Şarjı çok iyi gidiyor. Bu fiyata çok güzel,1
teşekkürler güzel ürün.,1
Bu fiyata bu telefon yok,1
Çok güzel bir telefon,1
aldıktan sonra fiyat 200 tl düştü açıkçası sinirlendim ama telefon iyi,1
"Fiyatı ile kıyaslandığında Ekran kalitesi, parmak izi okuma ve açılma - kapanma hızları , işlemci performansı çok üst düzey. Batarya performansı tartışılmaz ki bir günde bitirmek neredeyse imkansız. Orta sınıf fiyatına Üst düzey cihaz yapmışlar. Mükemmel.",1
Hepsiburada kampanyası ile çok uyguna aldık. Batarya ve ekran çok iyi. Diğer özellikler de güzel. Ne olduğu belli bir marka en azından. 32 gb hafıza kartı hediyeli olarak geldi. Tavsiye ediyorum.,1
ürün gayet iyi orta seviye telefonların en iyilerinden ,1
"alalı bir hafta oldu, müthiş gerçekten orta segmentin en iyisi, hepsi burada yada teşekkürler ama faturası gelmedi",1
Ürün fiyat performans ürünü. Şarjı çok iyi gidiyor. kalitesini beğendim. En yakın zamanda anneme de almayı düşünüyoruz.,1
"Telefonum 4 martta elime ulaştı ki vaat edilen tarih 7 martti, erken gönderim ve hediye  32 gb hafıza kartı için Samsung Türkiye ye teşekkür ederim. Telefona gelecek olursak bataryası çok iyi gidiyor, gün içi full kullanımla iki günde bir şarj ediyorum. Kamerası olsun telefonun estetik duruşu olsun bence fiyatına göre çok iyi tam bir fiyat performans ürünü olmuş, alacak olanlar gönül rahatlığıyla alabilirler. ",1
telefonu 05.03.2019 tarihinde elime geçti bu fiyata bu üzelikler çok güzel üzelikle 5000 mah batarya çok iyi üzerinde 32 gb dahili hafıza kartı üzerinde memnunum,1
çok memnunum bu fiyata inanılmaz bir telefon  almissim pili çok uzun gidiyor ekranı harika,1
"Özellikleri yeterli seviyede. Oyun için kullanmıyorum. Bataryası çok iyi, telin çok zor çektiği yerlerde sürekli kullanımda 24 saat yetiyor. Çeken yerlerde de en az 1.5 gün gidiyor. Ekran ve tasarım güzel.",1
telefon harika tavsiye ederim.,1
"Merhaba, ürün tam bir fiyat/performans canavarı,bataryası günlük kullanım için fazlası ile yeterli.",1
Samsung Galaxy M20 32 GB ilk bakışta alışverişten karlı çıgtınız düşüncesi veriyor fiyatını hakediyor samsung bu konuda doğru ürün piyasaya sürdüğünü düşünüyorum,1
Sonunda samsung pili adam gibi olan bir telefon yapti tama bana hitap ediyor telefonda oncelik verdigim iki ozellik ekran büyüklüğü ve pil kapasitesi ikiside bu telefonda var oyun oynamıyorum bu yuzden hizi benim icin fazlasi ile yeterli bu fiyata herkese tavsiye ederim.,1
